AAA	工	菚	葡萄牙	工期	工匠	恭恭敬敬	花花世界	工藝	工區
VFS	孀	書本	書柜	妙趣橫生	書櫥				
VFT	姥	媎	嬉笑	書籍	畫筆	書稿	書生	肅穆	劃算
VFU	婞	女干部	畫卷	女幹部	肅立				
VFV	娃娃	妹妹	九十九	姥姥	妓女	書畫	畫畫		
VFW	嬙	妋	婈	九十八	劃分	畫像	書信	劃歸	女士們
VFX	如雷貫耳	書報費	奸細						
VFY	九十六	奸商	書記	晝夜	書市	書房	劃為	書評	書齋
VGA	妍	建甌	㛞						
VGB	建院	姪子	建陽						
VGC	姪								
VGD	姸	婖	衋	建成	建厂	建有	䀌		
VGE	婊	婧	尋死覓活						
VGF	婭	建起	建都	㚥					
VGG	建平	建于	九死一生	盡到責任					
VGH	嫣	姃	退一步說	退一步講					
VGI	嫩江	建党	建湖	建水	建黨	㛏			
VGJ	姮	娻	嫥	建昌	㚦	㛐			
VGK	聿	嫩	娕	娪	嫰	嬾	㛒	㛿	
VGL	婳	媡	建國						
VGM	姉	嫧	孋	建賬	㛤	㜖			
VGO	建廠	㶳							
VGP	建	建宁	建軍	建寧	䢖				
VGQ	煭	好事多磨	㜜						
VGR	建制	女青年	建製						
VGS	妺	建材	建樹	建檔					
VGT	建筑	建造	建委	建德	建築				
VGU	建立	婚事新辦	㛁						
VGV	婕	娙	建始	姪女	嫉惡如仇	盡責盡力			
VGW	嬭	建全	好一個	九一八事變					
VGX	姨	嫊							
VGY	建交	建房	建設	建議	建於	九五計劃	好事變壞事		
VHA	婋	嫭	虓	㜘					
VHB	盡職								
VHD	婔	如此而已	畫虎不成反類犬						
VHE	盡力	盡力	盡興						
VHF	盡孝								
VHG	盡	婌	賮		盡頭	盡責	盡速	䀆	
VHH	㜹								
VHI	如虎添翼								
VHJ	婥	盡量	盡早	盡是					
VHK	肀	盡忠	㚲						
VHL	好戲連臺	如此眾多的							
VHM	媜								
VHN	盡快	盡情	盡心	㚶					
VHQ	娊								
VHR	如上所述								
VHT	如此等等	盡管							
VHV	媫								
VHX	好處費								
VHY	如此說來								
VIA	妙藥								
VID	既沒有								
VIE	娋	妙用							
VIG	姯								
VIH	妙齡	㪖	䚄						
VII	妙法								
VIJ	鹔	㛥							
VIK	女演員								
VIL	盝	劃清界限							
VIN	䏋								
VIO	如法炮制	如法炮製							
VIP	逮	嫦	逯	書法家	㜭				
VIR	逮捕								
VIT	妙	妙算	巡洋艦						
VIV	媣	嫦娥							
VIW	逮住	刀光劍影							
VIY	妙語	妙計	妙訣						
VJB	好日子	剿除							
VJD	旭	盡最大努力	好景不長						
VJF	旮	娌	娨						
VJG	妲	婣	婸	媞	群星璀璨				
VJH	妽	媢							
VJI	巢湖	如果沒有	畫蛇添足	剿滅					
VJJ	娼								
VJL	嫚								
VJM	媀								
VJP	巢穴								
VJQ	盡早解決	㛫							
VJS	巢	勦	婐	鄛					
VJV	娼妓								
VJW	劃時代								
VJX	婫								
VJY	如果說	如是說							
VKA	如期	如若							
VKB	邵	卲	綤	邵陽	書呆子				
VKC	邕	雝	如能	㛕					
VKD	如愿	恕不	如故	如願					
VKE	娟	劭							
VKF	召	叴	邵武	尋呼臺					
VKG	如	如下	如一	如東	邵東				
VKH	妕	娖	嬇	如此	如上	召見	䙼		
VKI	如常								
VKJ	刟	如果	如是						
VKK	嬋	嬠	孍	召喚	㖲	㛎			
VKL	召回	如數							
VKM	帤	如同	㛣	㜏					
VKN	恕	娛	娯	巶	好吃懶做	㐒	䎄		
VKP	邕宁	如實	邕寧						
VKQ	欩	㚾							
VKR	挐	如皋	娛樂						
VKS	桇	尋呼機							
VKU	如意	召開							
VKV	盡忠盡職								
VKW	鴽	如何	如今	召集	九中全會	䳂			
VKX	絮	如約							
VKY	女中豪杰	絮語	女中豪傑	䘫					
VLA	群眾監督	群眾基礎	群眾工作	群眾觀點	巡回醫療				
VLB	䣎								
VLD	姻	婟							
VLE	娚	媦	嫐	群眾舉報					
VLF	甾	嫼	嬕						
VLG	㚼	嬛	疀	㛱					
VLH	嬽								
VLI	巡回演出								
VLJ	㓯								
VLK	群眾路線								
VLL	群眾團體								
VLM	㜥								
VLN	媤	巡回展示	群眾性	建國以來	巡回展覽				
VLP	群眾運動	㜕							
VLQ	㜛								
VLR	邋	巤	群眾反映	群眾反應強烈					
VLS	群眾來信								
VLT	群眾生活								
VLU	群眾意見	群眾關係							
VLV	㜢								
VLW	媼	鶅	群眾代表						
VLX	嫘	群眾組織	姻緣						
VLY	群眾文化								
VMA	姍	婰							
VMD	姎	婩	媏	㛧	㛶				
VME	女同學								
VMF	姌	婤	女同志	㚩					
VMG	妯	娉	姛	媺	嬍	㜐			
VMH	奾	帇							
VMJ	㞪								
VMM	孆								
VMN	媧								
VMO	刀山火海								
VMV	妯娌								
VMW	妠	孈	㜠						
VMY	㛝								
VNA	㜊								
VNB	㐇	刀子	㜟						
VND	婮	好收成	退避三舍						
VNF	退居二線	㚨							
VNG	娜	彐	媉	即將到來	㚸				
VNH	婿	媚	妞	婽	刀具	盡收眼底			
VNI	孎	刀法	㜨						
VNK	媁	刀口							
VNN	妃	巛	姄	盡快恢復	㛰				
VNQ	盡快解決								
VNR	刀把	女選手	群情振奮						
VNS	刀槍								
VNT	刀	娓	妼	刀片					
VNU	㣽	即將開始	盡心竭力						
VNV	刀刃	好心好意	盡心盡力						
VNW	妜	嫪	嬥	好心人	九屆全國人大				
VNX	妮								
VNY	姒								
VOA	嫬	災區	災難	災荒					
VOE	群魔亂舞								
VOF	㛇								
VOJ	粛								
VOK	怒火中燒	妒火中燒							
VON	災民	災情	㜙						
VOO	婒	嬫							
VOP	災害	災禍	㜆						
VOQ	嫾								
VOR	妖魔鬼怪								
VOS	嬤	嫲	孊						
VOT	㚧								
VOU	災	嬚							
VOV	嫝	嫞	如火如荼	㜍					
VOW	彛								
VOX	彞								
VPA	巡警								
VPE	辺								
VPF	婃	㛡							
VPG	嫁	嬪	婝	媗	災害救濟				
VPH	婠								
VPI	九寨溝								
VPJ	嫇	彚	好容易						
VPL	媈	巡回	巡邏	婉轉					
VPM	帚	䢜							
VPN	嬣	巡展	嫁妝						
VPO	㛮	㛽							
VPP	巡視	巡禮							
VPQ	婉	妉							
VPR	嫁接	好運氣							
VPS	巡查								
VPT	嬸	姹	巡航	巡行	建軍節				
VPV	巡	廵	姲	召之即來	嬸嬸				
VPW	嫆	㚮	㜚						
VPX	嫁給								
VPY	婉言	巡夜	巡診	既定方針	嫁禍於人	嫁禍於	如實交待		
VQA	婚	婚期							
VQB	媰								
VQD	姽	㜣	㜬						
VQF	肅然起敬	好名聲							
VQG	婚事	如獲至寶	好逸惡勞						
VQH	婚齡								
VQI	姚	妳							
VQJ	姰								
VQK	娩	姁	姳	婏	嬎	嬔	㛯	㜶	
VQM	媍	嫓	㛟						
VQN	㚿								
VQO	婅								
VQP	姚安	姚安	婚禮						
VQQ	姼								
VQR	婚后								
VQS	婚配								
VQT	婚後	如魚得水	㚹						
VQU	夛	婚前	㚬						
VQV	婙	婚姻	既然如此	婚嫁	㛀				
VQW	如狼似虎	好多個							
VQX	婚約								
VQY	妁	奺	媹	嬼	婚戀	婚外戀			
VRC	㛂								
VRD	㛓								
VRF	娛樂場所								
VRG	姤	娦	媓	忍氣吞聲	㚱				
VRH	妡	姩							
VRI	姝	娛樂活動	怒氣沖沖	逮捕法辦					
VRL	嫵	妙手回春	女扮男裝						
VRM	婂								
VRN	娛樂性								
VRQ	媿								
VRR	㜱								
VRS	忍無可忍								
VRT	婢								
VRW	妷								
VRX	㜰								
VRY	嬓	好的方向							
VSA	建材工業								
VSB	好极了	好極了							
VSC	盡可能	盡可能地	盡可能多的						
VSE	好樣兒的								
VSF	嫖								
VSG	㛉								
VSH	奵	㜀							
VSJ	㜁	㜤							
VSK	妸								
VSP	嫖宿	奴隸社會	尋根究底						
VSR	奴隸製度								
VSS	劃框框	㛦							
VST	書本知識								
VSU	尋根問底								
VSV	婹	如醉如痴	嫖娼	如醉如癡					
VSW	婡	雑							
VSY	奴隸主								
VTA	奼	群落	群英	建筑工地	群芳	九萬	建築工地	建築藝術	九千萬
VTB	君子	婚生子女	建築隊	㛢					
VTC	九台								
VTD	嬌	妖	姡	九百	群雄	九大	九成	既往不咎	建築面積
VTE	尹	九月							
VTF	妊	奷	姺	娗	娷	九十	群起	九牛二虎之力	恕我直言
VTG	姓	媑	九万	九千万	九牛一毛				
VTH	媳	妰	娫	嬶					
VTI	九江								
VTJ	娳	群星	九時						
VTK	群	君	郡	帬	焄	羣	裠	覠	頵
VTL	媲	群眾							
VTM	姠	群山	群體	㛛	㜩	㜫			
VTN	九	姊	群情	九屆	嬌生慣養	嬌慣			
VTO	嬏	妖魔	妖精	建築業					
VTP	姂								
VTQ	姓名	姓氏							
VTR	娥	嬌氣	書生氣	如入無人之境					
VTS	建筑材料	建築材料	姑息遷就						
VTT	建筑物	九千	既得利益	好得很	建築物	如釋重負			
VTU	媲美	九龍	姑息養奸	㚵					
VTV	婑	孂	建筑群	妊娠	姊妹	群策群力	盡管如此	媳婦	建築群
VTW	群体	九段	群像	建築師	群島	九億	㜡		
VTX	娒	建築結構	䶯						
VTY	姀	九州	君主	好自為之					
VUA	姘								
VUB	建立了	召開了							
VUC	盡義務								
VUD	婘								
VUE	媊	嫺	嬘						
VUF	姘夫	㛙	㛨						
VUG	姅	媄	嫅	嫸	嬟	孄			
VUJ	嫜	嬂	嬑	㛠	㛺				
VUK	娧	婄	㜔						
VUL	好意思	畫龍點睛							
VUN	嫉恨	姘居							
VUO	召開座談會								
VUP	忍痛割愛								
VUQ	嫌犯								
VUR	如前所述	召開的	群龍無首	尋章摘句					
VUS	嫻	媇	媨						
VUT	嫉	馗	如意算盤						
VUU	好新聞	召開新聞發布會							
VUV	嫌	嫉妒	盡善盡美	姘婦					
VUW	建立健全	㜋							
VUX	娣	嬨	嫌疑						
VUY	嫻熟	嫌棄							
VVA	女工	㜦							
VVB	女子	女孩	婦聯	女隊	婦女聯合會	婦孺			
VVD	女友	婚姻大事							
VVE	女用	女兒	婦女兒童						
VVF	㚣	姧	嫿	女士	婦女地位	婦女幹部			
VVG	奻	始建于	女王						
VVH	嬧								
VVI	娽	婚姻法							
VVK	妱	女單	㜉						
VVN	女性	女將	女裝						
VVP	婦	女神	婦女運動						
VVQ	女儿	女色	婦女解放						
VVR	女排	女排	女兵	女皇	婚姻制度	婚姻製度			
VVS	女權								
VVT	女生	婚姻自由	婚姻自主	女籃	婦科	婦女節	娓娓動聽	㛴	
VVU	婚姻關係								
VVV	女	姦	刕	脋	女婿	婦女			
VVW	女人	盡如人意	婦人	婚姻登記	婚姻介紹所				
VVX	婦幼	婦女組織							
VVY	女方	始建於							
VWA	退休工人								
VWC	妐								
VWE	盡全力	盡全力							
VWF	退休干部	退休幹部	九八規範王碼助記詞						
VWG	姵	姶	姾	婨	婾	媕	媮	嬁	嬆
VWH	如何處理								
VWI	刅	㚷							
VWJ	妎	即使是	即便是	如何是好					
VWK	媬								
VWN	娰	㛋							
VWP	退伍軍人								
VWQ	退休金	如坐針氈							
VWR	她們的	忍飢挨餓	㚯						
VWS	㛊								
VWT	姙	㜄							
VWU	好几次								
VWV	鳩	嬝	妢	鳭	好人好事	䲥			
VWW	孅	召集人	如何做好	退休人員	如飢似渴	如何促進	婦代會	㛗	
VWX	盡人皆知	退休費							
VWY	妗	姈	娢	婎	嫶	孇	畫餅充飢	㜃	㜝
VXA	始終堅持								
VXC	始終能夠								
VXD	始終不渝地	始終不渝的	始終不渝	始終成為	始終不懈				
VXG	始終一貫								
VXH	始終處於								
VXJ	始終是								
VXN	始終恪守								
VXQ	嫌疑犯								
VXR	嬵								
VXU	嫋	好幾次							
VXV	始終如一								
VXW	嫌疑人	始終保持	好幾個	婦幼保健	婦幼保健站	始終代表			
VXX	妣	媘	蠿						
VXY	姆	娹							
VYA	建設項目	婦產醫院	妖言惑眾						
VYC	好高騖遠	㛩	㜵						
VYD	訄	忍耐	建設有中國特色的社會	妨礙	建設成為	䎠			
VYE	忍受	㛄							
VYF	建設者								
VYG	娮	丒	妵	建設事業	好說歹說				
VYH	書記處書記	書記處	建言獻策						
VYI	刃	刄	群言堂						
VYK	婷	孃	婛	建設單位	書記員				
VYL	嬗	妙語連珠	㜳						
VYM	建設周期								
VYN	忍	妒	姟	媥	忍心	妒忌	建設性	建設性的	㜲
VYO	建設廳								
VYP	娘家	妨害	建設祖國	建設家園					
VYQ	女主角	建設銀行							
VYT	妨	媯	嫙	嫡系	婦產科				
VYU	嫡	媂	嫎	忍痛	建設部	建設資金	嫡親		
VYV	奿	嫏	歰	建議書	奴顏婢膝				
VYW	姣	妔	嬢	嫡傳					
VYX	妶	㜅	㜻						
VYY	妏	婉言謝絕	忍讓						
WAA	侙	俴	僷	借鑒	伊斯蘭	伊斯蘭教	伐區	備荒	㑘
WAB	傇	袋子	僅限	供職	代職				
WAC	烏蘭巴託								
WAD	偌	倛	偡	僛	化工厂	供奉	借故	代耕	代碼
WAE	儰	借助	借用	代用	備用				
WAF	仝	垡	佄	代替	借款	供需	集散地	代培	借支
WAG	仜	仺	代表	代理	供求	風華正茂	備至	㑌	
WAH	伢	儖	任期目標責任製	僅見	代縣	借花獻佛	任期目標製	㒘	㒪
WAI	供水	借光	公共汽車	偷工減料	備注	代溝	烏蘭浩特	㑈	㒑
WAJ	借	偃	供暖	㒖					
WAK	僅	傴	儺	傼	借口	俄共中央	代號	備戰	烏茲別克斯坦
WAL	儚	全世界	全世界的	全世界人民	佔世界人口	㑤	㒝		
WAM	偀	傋	僙	岱山	代購				
WAN	伳	佢	偞	借以	化工局	袋裝	進攻性		
WAO	代序	供應	化工廠	代勞	備料	今昔對比	代營		
WAP	備案	創匯額	烏蘭察布盟	儲蓄額					
WAQ	儆	僭	僀	僃	供銷	代銷	借錢	分工負責	停薪留職
WAR	借据	儲蓄所	借據						
WAS	伐木	供述	備查	伐樹					
WAT	備	憊	人工智能	供稿	代管	公共利益	公共秩序	代行	停工待料
WAU	化工部	代辦	借閱	公共關係	供養	人世間	低工資	公共開支	
WAV	借書	備好	億萬群眾	保薦書					
WAW	供	代价	分期分批	分期付款	代售	公式化	含苞欲放	僅僅	備份
WAX	供給	借給	欲蓋彌彰						
WAY	伐	代	袋	貸	黛	岱	牮	垈	帒
WBA	仍舊	雙職工	保險期限	保險期					
WBB	倻	作出了	發出了	作出了重要貢獻	㒤				
WBC	發出通知								
WBD	仍有	仍不							
WBF	仍未	進出境	作出規定	追隨者					
WBG	仔	佴	依附于	傑出青年	會聚一堂	㺱			
WBH	䢳								
WBI	作出決定								
WBJ	仍是								
WBK	進出口	進出口公司	進出口總額	烏孜別克					
WBL	他國								
WBM	㑁								
WBN	他	怹	進取心	㑙					
WBO	保險業	保險業務	進取精神	仍應					
WBQ	鸧	仍然	保險金						
WBR	作出的	風險投資	風險抵押金	風險抵押	劊子手	師出無名			
WBS	保障机制	保險柜	保障機製	停職檢查					
WBT	仍	作了重要講話	保險箱						
WBU	人際關係								
WBV	作出努力								
WBW	他人	他們	保險公司	他倆	分階段	傑出代表	公職人員	傑出人物	傑出人才
WBX	仔細	保險費	他鄉	側耳細聽					
WBY	伋	他說	依附於	化險為夷	風險評估	作出評價			
WCA	公共	公式	公墓						
WCB	公子	公函	公職						
WCC	傪	公允	公務	㒍					
WCD	頌	公布	公有	㑓					
WCE	俑	公用	低能兒	㑷					
WCF	公款	公元	公報	供參考	風馳電掣				
WCG	公正	公平	公理	公事	㐷				
WCI	公演	公海	公婆	公堂	公法	翁源	公決		
WCJ	公里	公映							
WCK	佁	公路	公務員						
WCL	公署	公眾	公園	公車	債務國				
WCN	翁	伃	僪	勜	忩	鶲	鹟	公司	公民
WCO	傌	公廁	公糧	公營					
WCP	公安	公害	公寓	公社	公家	公案	瓮安	化驗室	全能冠軍
WCQ	兊	毤	公然	低能儿					
WCR	公斤	公制	公推	頌揚	公製	公擔			
WCS	枀	俊杰	頌歌	任務相當繁重					
WCT	俟	侔	公告	公德	公物	公升	公私	俊秀	風馬牛不相及
WCU	公	殳	公益	公道	公章	公立	公差	俊美	公判
WCV	任務書								
WCW	俊	公仆	公分	公使	公公	公休	俊俏	公僕	俊傑
WCX	公頃	公約	公費	債務糾紛	公斷				
WCY	仏	公交	公文	公主	公房	公證	公認	公訴	公論
WDA	佐	分布式	做工	段落	保存期	烏克蘭	全面落實	做夢	八百萬
WDB	伌	做出	鳳陽						
WDC	伖								
WDD	做成	优厚	含而不露	優厚	偉大成就	八面威風	食不厭精	備而不用	
WDE	優	倀	侑	优胜	全面加強	優勝	偉大勝利	饒有興趣	休戚與共
WDF	侉	侲	倴	倷	傉	优越	全面地	優勢	集成電路
WDG	估	仨	佦	做到	优惠	优于	做事	供大于求	公布于
WDH	鳳	仹	伓	伾	侟	俖	偰	傶	佐餐
WDI	做法	优劣	分不清	做活	伏法	合成染料	人大常委會	優劣	人大常委會主任
WDJ	俺	佰	凮	估量	伊克昭盟	佔有量	卻不是	做題	
WDK	傳感器	創歷史最高水平	創歷史最高紀錄	人面獸心	㐛				
WDL	優點	優異	伏擊						
WDM	佈	侕	偄	偭	鳳山	信不過	㑔	㑯	
WDN	优异	全面性	全面展開	優選	傷感情				
WDO	集成度	供不應求	鳳慶						
WDP	做客	做官	做官	伏案	优裕	伏安	拿不定主意	頒布實施	全面實現
WDQ	偧	全面解決	何厚鏵	全面鋪開	分憂解愁				
WDR	傆	傸	全面的	公有制	全面提高	全面推行	合成氨	伏兵	優質
WDS	倚	低成本	全面禁止	仍有可能	俗不可耐	全面配合	人不可貌相	全面檢查	合成橡膠
WDT	做	儮	优秀	优先	估算	舍不得	优待	优等	伏特
WDU	僚	傄	优美	優美	分不開	鳳翔	全面闡述了	偉大意義	全面闡述
WDV	做好	倒不如	倘不如此	全面建設					
WDW	段	俠	俸	傣	偆	优化	人大代表	做人	全面合作
WDX	全面貫徹	全面貫徹落實	合成纖維						
WDY	伏	㐲	仗	优良	做主	傣族	公而忘私	优育	估計
WEA	使用期	化學工業	化學工業部	備受歡迎	倍受歡迎	㒚			
WEB	俘	使用了	拿架子						
WEC	俷	化學能							
WED	集腋成裘	使用不當	使用面積						
WEE	倗	雙胞胎							
WEF	䏌	优胜者	倍受鼓舞	使用壽命	公用電話	化學武器	優勝者	化學元素	雙月刊
WEG	仴	伹	借助于	作用于	公用事業	㒜			
WEH	傁	信用卡	俘虜						
WEI	优胜劣汰	優勝劣汰							
WEK	伽	代用品							
WEM	偁								
WEN	全力以赴	使用情況	信用狀						
WEP	僢	僾	信用社	化學家	飽學之士				
WEQ	倪	佣金	俘獲	備用金					
WER	㐱	傜	化學反應	使用手冊	發脾氣	㒡			
WES	倸	使用權							
WET	僞	人力物力	保加利亞	化學物質	使用範圍	傷腦筋	信譽第一	你爭我奪	㒨
WEU	人力資源	人力資源部	倍受尊敬						
WEV	俀								
WEW	使用价值	八月份	使用價值	人與人之間	伽師				
WEX	傒	使用費							
WEY	使用方法	合肥市	八股文	借助於	作用於	使用說明	信用證	公用設施	促膝談心
WFA	僨	值勤	八十七	八十萬	人才薈萃	傳幫帶	雙喜臨門	舒蘭	坐井觀天
WFB	付出	人才出眾							
WFC	伎	伝	佉	凨	供需矛盾	發電能力	㑢		
WFD	儒	八十三	合二而一	侍奉	仁布				
WFE	舒服	仁愛	付與						
WFF	佳	侍	僥	付款	八十二	舒坦	舒城	發達地區	人才培養
WFG	仁	仕	值班	八十五	八十万	八十一	人才政策	付与	仁政
WFH	什	仠	值	佱	値	倵	傎	值此	人才輩出
WFI	祭	佘	佅	付清	人才流失	人才流動	人才濟濟		
WFJ	仐	癷	值日	發電量	舒暢	傳真照片	發熱量		
WFK	舒	佶	僖	儓	舎	舖	舗	舘	佳品
WFL	傤	儎	儥	八十四	佛教界	發達國家			
WFM	八達嶺	風雨同舟	付帳	㑲					
WFN	儔	俧	怤	人均收入	优越性	舒展	舒心	仁怀	優越性
WFO	發電廠								
WFP	侼	儒家	祭祀	領土完整	傳達室	風雲突變	佳賓	風聲鶴唳	
WFQ	発	付印	值錢	付錢	什錦	㐾			
WFR	八十年代	佳肴	几十年如一日	舍掉	風雨無阻	祭掃	人壽年豐		
WFS	分支机构	仲裁机构	傳真機	發電機	分支機構	仲裁機構	風雨飄搖	發報機	追索權
WFT	佬	侤	侾	偖	什么	值得	舒适	舍得	舍身
WFU	倖	公元前	祭奠	佳音	仁慈	人才資源	發電站	領土問題	仁義
WFV	佞	姇	八十九	風雨如晦					
WFW	伕	倰	僣	儧	佳作	八十八	侍候	凡夫俗子	舍命
WFX	佳績	父老鄉親	付給	傳達貫徹	條塊結合	舒張	全場響起了熱烈的掌聲		
WFY	付	人才交流	人才交流中心	八十六	人云亦云	什邡	舒適	人才市場	風雲變幻
WGA	侀	使其	逾期	盒式	合著	修理工	登基	倒戈	合葬
WGB	伅	例子	代表了	盒子	使出	凳子	侄子	便函	發現了
WGC	倒	便能	全能	登台	全球通	供求矛盾	倒台	債務	會務
WGD	癸	戣	鄈	鵨	全面	合成	全厂	全套	合理布局
WGE	傅	逾	俞	倩	覦	毹	俌	俵	儬
WGF	全	亼	俹	僫	全都	余地	倒塌	使者	倒霉
WGG	伍	仼	全球	合理	便于	今天下午	优惠政策	合一	拿下
WGH	佂	傿	今天上午	合眼	進一步	會上	會見	全縣	進一步加強
WGI	俅	全省	全党	合法	倒流	合流	余波	余江	合浦
WGJ	便	傳	倲	僡	凬	便是	倒是	全景	今天晚上
WGK	使	郃	命	拿	登	鄧	劍	盒	凳
WGL	僵	會	劊	鄶	朇	倒置	全國	傳輸	代表團
