aaa	工	工艺	葡萄牙	工期	工区	工匠	恭恭敬敬	劳苦功高	花花世界
mmm	山	山峰	崇山峻岭	山岭	山崖	峥嵘岁月	骨肉同胞	山由骨头贝框几	巊
mmn	删改								
mmo	山庄								
mmp	山寨								
mmq	岘	婴儿	鑍						
mmr	岗	罂	山泉	山势					
mms	山西	山村	山顶	山林	山麓	岌岌可危	骨肉相连	山楂	
mmt	贁								
mmu	山头	山前	删减	㟠					
mmv	婴	鹦	䨉						
mmw	岗位	山谷	山风	山体	鸎	䴍			
mmx	刚刚结束	山乡							
mmy	賏	山峦	岗亭	曲曲弯弯	譻				
mna	岷	内心世界							
mnb	岂	㐕	崛	崫					
mnc	岂能								
mnd	见怪不怪	贼心不死	崌	䝻					
mne	购买力								
mnf	崛起	同心协力	嶎						
mng	赎买政策	囙	㟃	㤙					
mnh	嵋	岂非	岂止	嶈	䝪				
mni	内心深处								
mnj	剀	凯里							
mnk	㠔								
mnl	见异思迁								
mnm	觊	同心同德	峨眉山	冎	旤	歄	䫚		
mnn	屺	乢	同情心	㟭					
mno	岂料								
mnq	内忧外患								
mnr	嶍	㠄							
mns	凯歌								
mnt	刚愎自用								
mnv	囘								
mnw	凯	贴心人	觊觎	嵺	賿				
mnx	㞾								
mny	赆	凯旋	同性恋	䝲					
moa	同业工会								
mof	赃	赃款	賍	賘					
mog	嶪	嶫	贌	㠚					
mon	同床异梦								
moo	赕	巆							
moq	嶙								
mos	内燃机车	㠧							
mot	赃物								
mou	同类产品								
mov	嵝	嵣	嵻	㟾					
mow	同业公会								
mpa	贮藏	崇敬							
mpb	败家子								
mpd	迪	廸	贮存	内容丰富	峵				
mpf	崇	贻害无穷	賩	㓽					
mpg	贮								
mpi	䢙	崇尚	山穷水尽						
mpj	崇明	㟰							
mpk	辿								
mpl	賱	㟦							
mpo	迪庆								
mpp	周密安排								
mpq	䝹								
mpr	崇拜	内容提要	同室操戈						
mpt	内容简介	贮备	㟉	㟯					
mpu	㞫	赔礼道歉	周密部署						
mpv	内容如下	峖							
mpw	崆	崇仁	财神爷	岤	嵱	賝	㟮		
mpx	岮								
mpy	崇高	崇文	赈灾义演						
mqa	岻	崏	嵥	貾	㞴				
mqb	见	岇	觃						
mqc	购								
mqd	赡	见面	迥然不同	岿然不动	内外有别	见多不怪	峗	峞	嶦
mqe	岁月	崅	嶰						
mqf	崟	见地							
mqg	崯	见到	岁末	购销两旺					
mqh	财贸战线								
mqj	峋	刿	賯						
mqk	岣	嶑	巉	䝭					
mql	购置								
mqm	峥嵘	巍然屹立							
mqn	购买	见习	翙						
mqo	岁数								
mqq	见解	购销	内外勾结	嵚	嶔				
mqr	见报	岉							
mqt	峁	购物	见长	财贸系统					
mqu	岁	见闻	赡养	见状	购销差价	䝧			
mqv	峥	见好							
mqw	㰞								
mqy	见效	购房	见证	见识	见方	见多识广	内外交困	购销调存	嵧
mra	㟛								
mrb	贩子	由近及远	嵏	嵕	㟅				
mrc	贩	岅							
mrd	崤	网页	网友	周年大会	㟓	㟸			
mrf	网址	刚才	贩卖	贩运	刚直	见所未见			
mrg	岶	网球	贩毒	岴	崲				
mrh	岓	网上	网点	网卡					
mri	冈	罓	网游	㟫					
mrj	刚	刚果	网易						
mrk	肉制品	网吧							
mrl	网罗								
mrm	刚刚	网购							
mrn	网民	刚性							
mrp	周年之际								
mrq	嵬	网名	㟴	㠢					
mrr	网	网摘	羀	䍑	䍞				
mrt	崥								
mru	网站	网状	刚毅						
mrv	刚好								
mrw	嶊								
mrx	网络	刚强							
msa	嶘								
msd	嵿								
msf	㟽	㠒							
msi	山西省								
msj	嵖	贉							
msk	岢	㞹							
msq	内查外调								
msr	同样的	㠨							
mss	崊	㟳							
mst	由西向东	见机行事							
msv	崾								
msw	崧	㟣							
msy	嵀								
mta	账	同舟共济							
mtb	䝯								
mtc	同等对待	财务预算							
mtd	峰	峤	见物不见人	岆	峯	㞺	㠐	䞌	
mte	嵊县								
mtf	败坏	败者	败露	峼	崜	崻	㞰	㲘	
mtg	貹								
mth	账目	岝	岞	嵲	䝫				
mti	同等学历	同往常一样							
mtj	财务监督	峲							
mtk	赂	购物中心	峈	峉					
mtl	賉								
mtm	巍峨	峨嵋	嶶	㠗					
mtn	屹	财务收支	败局						
mto	同行业	嶓							
mtp	贬								
mtq	巍然	㠟							
mtr	峨	财务制度	财务报表	峩					
mts	财务检查								
mtt	财务管理	财务处	财务科	同等条件	见微知著	㠅			
mtu	嵊	财务部	内务部	屹立	败北	账单	峂	嵙	
mtv	巍	崣	嵂						
mtw	贬值	财务会计	贬低	贴息贷款	峰会	嵷	嵸		
mtx	败给	财务纪律							
mty	败	败诉	见利忘义	峰峦	删繁就简	财务计划	账户	㞥	
mua	朑	賆	䑃						
mub	胐								
muc	内部矛盾								
mud	㟡	䞉							
mue	巃	巄	贚						
muf	岦	赔款	赠款	内部刊物	峷	㞳	䏓		
mug	嵯	周总理	内部事务	屹立于	赠与	嵄	嵳	嶬	㟄
muj	嶂	㠉							
muk	赔	邮递员	嵜	﨑	㟋	㟝			
mul	赠	财产转移	嶒						
mun	邮资已付								
muo	朥								
mup	雕塑家								
muq	赚钱	赔钱	胊	脁					
mur	崭新的	财产损失							
mus	财产权	赔本	同病相怜	崷	嶟	䞋			
mut	由北向南	嵃	嵼	巙					
muu	赠送	财产关系	膧						
muv	赚	骨瘦如柴	嵰						
muw	赔偿	财产保险	网站信息	巕	肦	賹	㒺		
mux	嵫	赠给	财产继承						
muy	罔	赠言							
mve	峎								
mvg	由始至终	峍							
mvi	㟤								
mvk	岹								
mvl	崰								
mvr	屶								
mvt	峮	㟒							
mvy	见好就收	屻	岃						
mwa	内功	内幕	内蒙						
mwb	内陆								
mwc	内参	嵡							
mwd	内在	内有	内耗						
mwe	内脏	肉用	䝩						
mwf	赊	内地	岗位培训						
mwg	嶝	嵛	内政	岗位责任制	峆	峇	峑	崄	崘
mwh	内战	肉眼	峜	峳					
mwi	内	内涵	内河	内江	内海	岗位津贴	内分泌		
mwj	见分晓	岕							
mwk	内中	肉食品	冏	㕯	䢛				
mwl	内因	见风转舵							
mwm	见仁见智	囧	朙						
mwn	㞦	内心	内情	嵨	嶭	䞀			
mwo	肉类	内应							
mwp	内容	内定	岗位补贴	内裤					
mwq	内外	内销							
mwr	岚	赔偿损失							
mwt	内科	内行	内向	内务	同仇敌忾	内乱			
mwu	㞤	内部	内阁	内装	内资	内疚	财会咨询		
mwv	岎	嶋	嶌	鵙	㟗				
mww	肉	峪	内含	肉食	肉体	内伤	见风使舵	㟇	
mwx	内线	内乡	㟆						
mwy	岭	崔	岑	内设	内衣	岒	岺	嵢	嶕
mxa	幽雅	网络警察							
mxe	网络服务器	岰							
mxf	同比增长	网络协议	网络教育	网络运行中心					
mxg	幽静								
mxh	巓								
mxi	幽深								
mxj	网络电话	岪							
mxk	网络路由器	嵹							
mxl	幽默	网络黑客							
mxp	网络安全								
mxq	婴幼儿	㟜							
mxr	网络技术	见缝插针							
mxt	嶷	网络管理	网络知识	㠜					
mxu	网络资源	网络新闻	嵶						
mxv	幽灵								
mxw	网络信息	网络信息中心							
mxx	幽	网络经济	财经纪律	䫜					
mxy	㟂								
mya	丹东	雘	䵊						
myb	丹阳	䢷							
myc	见义勇为	㠡							
myd	丹	凯旋而归							
mye	彤								
myf	訔	由衷地							
myg	丹麦	丹青	崇高事业	崇高理想	䝬				
myj	凯旋归来	刐	峕						
myk	嵩	崞	崇高品质	嵉	嵪	巐	㠇	㠙	㠤
mym	嵩山								
myn	赅	丹心	峐						
myo	崇高精神								
myr	崇高的敬意	见诸报端	崇高的理想	崇高的荣誉					
myt	见诸行动	崺							
myu	㞵	崹	嵭	㠃					
myv	崀	㟍							
myw	见证人	丹凤	峧	崒	崪	貥	賋	賥	鴅
myx	䝮								
myy	㞶	同义词							
naa	民警	民工	民营	民革	展期	民勤	恜	悈	㞡
nab	展出	民防							
nac	展台								
nad	惶恐不安	以牙还牙	愖	㠱	㥍				
nae	展	民办	民用	改革力度	异彩	飞黄腾达			
naf	展示	异地	民进	民运	展翅	异域	展露	改革者	㤌
nag	羾	惬	改革开放	展开	改革开放以来	展现	民事	民政	情节严重
nah	异步	懢	㤉	㥱					
nai	异常	殿堂	民法						
naj	异	羿	惜	展览	民盟	改邪归正	愝	愺	慔
nak	展品	民品	民革中央	异味	惐	愅	慬	懄	懽
nal	懵	异国	民国	居世界首位	居世界领先地位	居世界前列	居世界第一位	居世界领先水平	忆苦思甜
nam	异同	愥	愩	慲					
nan	屉	民心	民情	心甘情愿	异性	慌忙	怕苦怕累	屟	怇
nap	以工补农	改革家							
naq	展销	展馆	憯	憽	㦅				
nar	怄	民兵	改革措施	展播	尽其所有				
nas	民歌	民权	异样	展板					
nat	懂	愍	民航	懂得	民营科技企业	改革和发展	民营科技	民生	民和
nau	民间	民意	惬意	臀部					
nav	民	民建	心花怒放	愤世嫉俗					
naw	殿	臀	民众	民营企业	民俗	民风	异体	以工代赈	异化
nax	民营经济	异乡	慌张						
nay	慌	民族	民主	展望	异议	改革方案	民房	民谣	展评
nba	避孕药								
nbb	孱	发出了	那阵子						
nbc	慑	发出通知							
nbd	㞌	层出不穷	屈辱	憨厚	憨态	以防不测	憜		
nbe	屈服	㦩							
nbf	悦耳动听	聼							
nbg	敢于	局限于	以防万一						
nbh	邔	䣁							
nbk	㥛								
nbm	屈	鶌	㤕						
nbn	忚	局限性	尽职尽责	屈居	㤴	䎎			
nbr	敢打								
nbs	屙								
nbt	敢	憨	饏	㦕					
nbw	屈从								
nby	敢说	忣							
ncc	惙								
ncd	惨	以柔克刚							
nce	怀柔县	快马加鞭	悀	愑					
ncf	怪	性能超群							
ncg	怿	惨遭	怪事	惨烈					
nci	㞋	惨淡							
ncj	司马昭之心路人皆知								
nck	怡								
ncm	惨败								
ncn	惨剧	怪异	忬	憰					
ncp	惨案	心驰神往							
ncr	避难所	以观后效	惨白						
ncs	壁垒森严								
nct	惨重	怪物	恈						
ncu	惨痛	惨状							
ncv	㞎								
ncw	悛	性能价格比							
ncy	避难就易	怕难为情	慅	㣾					
nda	惰	尽在其中	墯						
ndb	剧院	怀孕	民不聊生						
ndc	怀柔	书面通知	恨不能	翇					
ndd	居	恹	怀有	忧郁	避而不谈	心不在焉	丑态百出		
nde	懮	那还用说	㤢						
ndf	发达地区	剧场	剧增	怀远	忙不过来	书面声明	屒	恗	㤒
ndg	怙	憾	剧烈	居于	剧毒	憾事			
ndh	怀	忧虑	剧目	怀旧	恰在此时	怌	恠	慽	懳
ndj	剧	怀里	㤿						
ndk	居中	忧患	怀中	㤑					
ndl	发达国家	剧团							
ndm	怖	以太网	愐	愞	頨	㥧	䪱		
ndn	忧	居民	剧情	惰性	书面发言	以大局为重	敢不敢	忧心	㤶
ndo	恢								
ndp	居室								
ndq	居然	居多	居留						
ndr	怀抱	书面报告	慡	㥳					
nds	必不可少	剧本	书面材料	情有可原	必不可免	㥓			
ndt	恢复	情不自禁	剧种	恨不得	忧愁	怪不得	恬不知耻	㤽	
ndu	怀着	剧痛	心灰意冷	心灰意懒	憭	㞠			
ndv	惨不忍睹								
ndw	居住	怀念	怀化	忧伤	心有余悸	心有余而力不足	悏	翜	鶋
ndx	怀疑	剧组							
ndy	忕	已成为	书面讲话	书面语言	忲	㤜	䎉		
nea	民用工业	懚							
neb	以貌取人								
ned	尽力而为								
nee	恊	愶	慆	㥊					
nef	民办教师	必须增强							
neg	屈服于	心胸开阔	怚	愋	懙				
neh	必须具有	㥰							
nei	必须注意	必须掌握							
nej	必须坚持	必须是							
nek	心服口服								
nem	收受贿赂								
nen	民用飞机	尽力尽责							
nep	心腹之患	懓	㥅						
neq	心胸狭窄								
ner	必须按照	必须看到	尼加拉瓜	必胜的	必须指出	发脾气	愮		
nes	㥒								
net	忇	民用航空	必须符合	以胜利而告终					
neu	心脏病	必须遵循	民用产品	必须首先考虑					
new	民办公助	惯用伎俩	㥚						
nex	必须强调	必须贯彻	必须统一	慀					
ney	必须认识到	心力交瘁							
nfa	愤	改进工作	发动攻势						
nfb	展示了								
nfc	层	怯	恸	忮	买卖双方	厾	忶	翄	㤼
nfd	懦	层面	迅雷不及掩耳	屡教不改	怀才不遇				
nff	恃	惊魂未定	迅雷	憢	㞑	㤬			
nfg	迅速	导致	收支平衡						
nfh	慎	忓	买壳上市	懴	㥀				
nfi	慰	屚	尉	熨	导演	导游	叞	怽	犚
nfj	导师	导电							
nfk	卂	必需品	心直口快	恄	憉	憘	懛	㦭	
nfl	导轨								
nfm	局域网	导购							
nfn	层层	愤慨	怯声怯气	懤					
nfo	懗	㤸	㷉						
nfp	迅	悖	屠宰	懥	㦉				
nfq	怃	迅猛	避雷针	愤然	忨				
nfr	屠杀	导热	迅捷	导报	改朝换代				
nfs	发动机								
nft	屠	导向	导航	慎重	导管	改过自新	悔过自新	恅	愭
nfu	导	悻	层次	慰问	情真意切	心地善良			
nfv	愤怒	发动群众	迅即	买卖婚姻					
nfw	展示会	导体	发起人	改进作风	惨无人道	懎	鳵	㥄	
nfx	导弹	导线	层级						
nfy	忖								
nga	情节	懒散	以毒攻毒						
ngb	那	发现了	发表了	收到了	展现了	屋子	悟出	展现出	发表了讲话
ngc	屋	刁难	剭	恎					
ngd	刁	情感	情愿	屋面	民政厅	情面	惨遭不幸	悿	
nge	情	那边	以理服人	情爱	悑	愽	㞘	䎍	䎔
ngf	䍿	快速增长	发表声明	迅速地	情趣	迅速增长	惊天动地		
ngg	忹	那天	情形	以至于	情理	丑恶现象	以致于	民事责任	那末
ngh	怔	那些	心理上	眉开眼笑	眉来眼去	卐	㥼		
ngi	司法	心理学	恒温	发表演讲	懒汉	屋脊	以一当十	民事法庭	㞗
ngj	恒	那里	那是	那时	情景	恒星	慱	憓	
ngk	司	丮	悟	懒	悚	丑恶嘴脸	孠	愊	覗
ngl	情思								
ngm	那曲	怲	慒	㞖	㤄	㥽			
ngn	迅速发展	快速发展	情怀	民政局	悟性	懒惰	尽责尽力	怴	䎀
ngp	恒定	发表社论	民事案件	以事实为根据					
ngq	那儿	改正错误	慠	㤡					
ngr	情报	以下的	情操	快速反应	情势	心平气和	改天换地	改正缺点	
ngs	那样	司机	屋顶						
ngt	那么	那种	以下简称	司长	发表重要讲话	那般	懒得	疏于管理	
ngu	怦	情况	民政部	发现问题	那次	情意	发表意见	那头	
ngv	恰到好处	情妇							
ngw	那个	司令	以下几点	情人	情侣	发表公报	敢于创新	改恶从善	
ngx	愫	情绪	民事纠纷	恞					
ngy	发表讲话	发表谈话	情谊	发表文章	情调	民事诉讼			
nha	收获	收藏	疏散	收工	憈	懅	燛	臦	臩
nhb	收取	丑陋	郿						
nhc	疏通	収	叏	怶	翍				
nhd	眉		奘	爿	戕	悱	收成	墏	奬
nhe	胥	收受							
nhf	丑	遐	收款	收支	疏远	收起	收场	叚	㰺
nhg	收到	丑恶	以点带面	卍	疎				
nhh	眉目	戄							
nhi	疋	收治	疏漏	收汇					
nhj	蛋	悼	疍						
nhk	丩	心目中	收听	怗					
nhl	收回	收转	㿿						
nhm	收购	眉山							
nhn	收发	疏导	收买	惧怕	收尾	屡战屡胜	屡战屡北		
nho	蛋糕	蛋类							
nhp	收割	收容	眉宇						
nhq	鹛	疏忽	收留	悓					
nhr	以上的	蛋白	收看	收拾	收据	以旧换新	收兵		
nhs	疏松	遐想							
nht	收	收入	收盘	收复	收税	眉毛			
nhu	收益	收养	丑闻	眉头					
nhv	收录								
nhw	惧	收集	悼念	收敛	以上几个方面	鶥			
nhx	收费	收缩	收缴	收编					
nhy	疏	收效	悼词	以此为基础	以此为荣	以此为准	以此为根据		
nic	惊涛骇浪								
nid	尽兴而归								
nie	屑	悄	以少胜多						
nif	发源地	飞沙走石							
nig	恍	尿素	情溢于表						
nih	眉清目秀								
nii	尿	氹	心潮澎湃	以法治税	尿液				
nij	䎓								
nil	迟浩田	劈波斩浪	劚	斸					
nim	惝	以小见大							
nin	悄悄	恍惚	屁滚尿流						
nip	书法家	憆	戃						
niq	悄然	尼泊尔							
nir	悩								
nis	司法机关	司法权							
nit	犀	尿片	犀利	以法律为准绳	㓾				
niu	司法部	司法部门	心满意足						
nix	惨淡经营								
nja	懪								
njc	悭	发电能力							
njd	发电厂	尽最大努力	展览大厅	心照不宣					
nje	避暑胜地								
njf	悍	悝	发明专利						
njg	怛	惿	愓	翨	㥂				
njh	心明眼亮	丱							
nji	愰								
njj	发电量								
njk	展览中心	民盟中央	劈里啪啦						
njl	慢	愠	慢车	收归国有					
njm	避暑山庄	㥥	㦙						
njn	慢性	慢慢							
njp	发明家	心旷神怡	展览室						
njq	惕	展览馆	尼日尔	悍然	尽早解决	愒			
njr	那时的	㤤							
njs	发电机	惈							
njt	惺	尼日利亚							
nju	发明奖	发电站							
njw	展览会	发明创造	那时候	忙里偷闲					
njx	惃	䎈							
njy	憬	心里话	㥗						
nka	郼	韍	韎	韐	韒	韔	韕	韖	韗
nkb	避孕	书呆子							
nkc	悒	壁垒	避难						
nkd	心中有数								
nke	臂膀	劈腿	悁						
nkf	吢	心中无数							
nkg	避开	壁画	悜	悮					
nkh	忡	愦	翀	㥙	䎌				
nki	忙中添乱								
nkj	避暑								
nkk	愕	懆	㦍						
nkm	异口同声	屌	愪						
nkn	尽忠尽职	悞							
nkq	避免	怳							
nkr	壁挂								
nkt	♂	♀							
nku	壁	避	辟	臂	譬	劈	璧	甓	擘
nkv	譬如	心口如一							
nkw	避风	怾							
nky	以史为鉴	发号施令							
nla	翼	慖							
nld	乪	屇							
nle	㥜								
nlg	怬	愄	懁	㥵					
nlk	恛								
nln	心连心	惭愧	忧国忧民	愢					
nlp	慩	翴							
nlr	惭								
nls	悃								
nlu	快车道								
nlv	慺								
nlw	异国风光								
nlx	㦬								
nly	愣	㦒							
nma	憹	㥏							
nmd	届	惴	怏	屡见不鲜					
nme	愲								
nmf	惆	尸骨未寒							
nmg	恫	怞							
nmh	刷	㕞							
nmi	屃	屓	届满						
nmj	恻	㞯	届时	收购量					
nmm	异曲同工	屭							
nmn	恺	惆怅	以邮戳日期为准						
nmp	必由之路								
nmr	情同手足								
nmu	惘	刷新	收购站						
nmw	收购价格	收购价	已见分晓	慛	㤯				
nmy	收购计划								
nna	巽	已获	居民区	快攻	层层落实	居心叵测	心怀叵测	刡	敃
nnb	发展了	发展阶段	局限	书院	恪尽职守	㦑			
nnd	局面	发展成为	书面	已故	发展研究中心	忙忙碌碌	快感	愤愤不平	惶惶不可终日
nne	书架	层层加码	心惊胆战	慢慢腾腾					
nnf	发展趋势	发展规划	发展过程	书刊	发展规律	愉快地	惊心动魄	发展趋向	羽坛
nng	己	尸	巳	快速	书画	发展速度	习惯于	乙型	快于
nnh	书	忸	发展战略	快餐	发展目标	书目	快步	书桌	尽收眼底
nni	书法	发展水平	发展潮流	发展党员	快活	慷慨激昂			
nnj	发展是硬道理								
nnk	局	发展中国家	发展史	发展顺利	书中	愇			
nnl	乙	快车	发愤图强	乚	乛				
nnm	心惊肉跳	居民购买力	屡屡见诸报端						
nnn	忆	忋	已	快慰	发展迅速	发展情况	忧心忡忡	书屋	尽心尽力
nno	书店	书库							
nnp	书写								
nnq	书名	书包	尽快解决	慷慨解囊	眉飞色舞	㰝			
nnr	局势	快捷	书报	书摊	快报	习惯势力	惊慌失措	惰性气体	惊惶失措
